Chr	gene_name	geneStart	geneEnd	exon_name	exonStart	exonEnd
chr2	TTN	179391738	179669368	exon13	179406008	179406310
chr2	TTN	179391738	179669368	exon14	179406990	179407289
chr2	TTN	179391738	179669368	exon15	179407388	179407675
chr2	TTN	179391738	179669368	exon16	179407795	179408388
chr2	TTN	179391738	179669368	exon17	179408560	179408841
chr2	TTN	179391738	179669368	exon18	179408927	179409232
chr2	TTN	179391738	179669368	exon19	179410114	179410419
chr2	TTN	179391738	179669368	exon20	179410546	179410842
chr2	TTN	179391738	179669368	exon21	179410938	179411228
chr2	TTN	179391738	179669368	exon22	179411326	179411631
chr2	TTN	179391738	179669368	exon23	179411729	179412031
chr2	TTN	179391738	179669368	exon24	179412133	179414199
chr2	TTN	179391738	179669368	exon25	179414296	179414595
chr2	TTN	179391738	179669368	exon26	179414712	179414999
chr2	TTN	179391738	179669368	exon27	179415693	179415986
chr2	TTN	179391738	179669368	exon28	179416356	179418122
chr2	TTN	179391738	179669368	exon29	179418228	179418533
chr2	TTN	179391738	179669368	exon30	179418640	179418942
chr2	TTN	179391738	179669368	exon31	179419179	179419478
chr2	TTN	179391738	179669368	exon32	179419591	179419878
chr2	TTN	179391738	179669368	exon33	179421574	179421870
chr2	TTN	179391738	179669368	exon34	179421979	179422281
chr2	TTN	179391738	179669368	exon35	179422374	179422961
chr2	TTN	179391738	179669368	exon36	179423067	179423363
chr2	TTN	179391738	179669368	exon37	179424037	179441142
chr2	TTN	179391738	179669368	exon38	179441255	179441557
chr2	TTN	179391738	179669368	exon39	179441649	179442236
chr2	TTN	179391738	179669368	exon40	179442328	179442624
chr2	TTN	179391738	179669368	exon41	179442714	179442911
chr2	TTN	179391738	179669368	exon42	179443337	179443441
chr2	TTN	179391738	179669368	exon43	179443532	179444119
chr2	TTN	179391738	179669368	exon44	179444287	179444574
chr2	TTN	179391738	179669368	exon45	179444665	179444955
chr2	TTN	179391738	179669368	exon46	179445048	179445335
chr2	TTN	179391738	179669368	exon47	179446225	179446530
chr2	TTN	179391738	179669368	exon48	179446632	179446934
chr2	TTN	179391738	179669368	exon49	179447022	179447318
chr2	TTN	179391738	179669368	exon50	179447666	179447953
chr2	TTN	179391738	179669368	exon51	179448333	179448632
chr2	TTN	179391738	179669368	exon52	179449002	179449304
chr2	TTN	179391738	179669368	exon53	179449395	179449694
chr2	TTN	179391738	179669368	exon54	179449798	179450073
chr2	TTN	179391738	179669368	exon55	179451231	179451533
chr2	TTN	179391738	179669368	exon56	179451844	179452143
chr2	TTN	179391738	179669368	exon57	179452242	179452526
chr2	TTN	179391738	179669368	exon58	179452625	179452945
chr2	TTN	179391738	179669368	exon59	179453264	179456230
chr2	TTN	179391738	179669368	exon60	179456325	179456618
chr2	TTN	179391738	179669368	exon61	179456704	179457003
chr2	TTN	179391738	179669368	exon62	179457105	179457386
chr2	TTN	179391738	179669368	exon63	179457501	179457809
chr2	TTN	179391738	179669368	exon64	179457899	179458201
chr2	TTN	179391738	179669368	exon65	179458294	179458593
chr2	TTN	179391738	179669368	exon66	179458687	179458968
chr2	TTN	179391738	179669368	exon67	179459070	179459372
chr2	TTN	179391738	179669368	exon68	179460233	179460535
chr2	TTN	179391738	179669368	exon69	179462264	179462545
chr2	TTN	179391738	179669368	exon70	179462634	179462784
chr2	TTN	179391738	179669368	exon71	179463232	179463380
chr2	TTN	179391738	179669368	exon72	179463474	179463788
chr2	TTN	179391738	179669368	exon73	179463872	179464171
chr2	TTN	179391738	179669368	exon74	179464280	179464576
chr2	TTN	179391738	179669368	exon75	179465580	179465897
chr2	TTN	179391738	179669368	exon76	179465991	179466290
chr2	TTN	179391738	179669368	exon77	179466384	179466513
chr2	TTN	179391738	179669368	exon78	179466608	179466640
chr2	TTN	179391738	179669368	exon79	179466728	179466876
chr2	TTN	179391738	179669368	exon80	179467008	179467316
chr2	TTN	179391738	179669368	exon81	179468602	179469031
chr2	TTN	179391738	179669368	exon82	179469434	179469624
chr2	TTN	179391738	179669368	exon83	179469713	179470021
chr2	TTN	179391738	179669368	exon84	179470140	179470439
chr2	TTN	179391738	179669368	exon85	179471747	179472040
chr2	TTN	179391738	179669368	exon86	179472127	179472411
chr2	TTN	179391738	179669368	exon87	179472511	179472807
chr2	TTN	179391738	179669368	exon88	179472904	179473203
chr2	TTN	179391738	179669368	exon89	179473332	179473634
chr2	TTN	179391738	179669368	exon90	179473934	179474296
chr2	TTN	179391738	179669368	exon91	179474410	179474712
chr2	TTN	179391738	179669368	exon92	179474816	179475115
chr2	TTN	179391738	179669368	exon93	179475719	179475997
chr2	TTN	179391738	179669368	exon94	179476098	179476403
chr2	TTN	179391738	179669368	exon95	179476484	179476680
chr2	TTN	179391738	179669368	exon96	179476783	179476888
chr2	TTN	179391738	179669368	exon97	179477003	179477302
chr2	TTN	179391738	179669368	exon98	179477499	179477798
chr2	TTN	179391738	179669368	exon99	179477887	179478002
chr2	TTN	179391738	179669368	exon100	179478477	179478663
chr2	TTN	179391738	179669368	exon101	179478778	179479074
chr2	TTN	179391738	179669368	exon102	179479192	179479479
chr2	TTN	179391738	179669368	exon103	179479573	179479694
chr2	TTN	179391738	179669368	exon104	179480033	179480210
chr2	TTN	179391738	179669368	exon105	179480367	179480514
chr2	TTN	179391738	179669368	exon106	179481205	179481356
chr2	TTN	179391738	179669368	exon107	179481455	179481739
chr2	TTN	179391738	179669368	exon108	179481846	179481960
chr2	TTN	179391738	179669368	exon109	179482051	179482238
chr2	TTN	179391738	179669368	exon110	179482505	179482807
chr2	TTN	179391738	179669368	exon111	179482915	179483217
chr2	TTN	179391738	179669368	exon112	179483310	179483579
chr2	TTN	179391738	179669368	exon113	179484347	179484613
chr2	TTN	179391738	179669368	exon114	179484714	179484838
chr2	TTN	179391738	179669368	exon115	179484943	179485351
chr2	TTN	179391738	179669368	exon116	179485441	179485719
chr2	TTN	179391738	179669368	exon117	179485828	179486094
chr2	TTN	179391738	179669368	exon118	179486201	179486467
chr2	TTN	179391738	179669368	exon119	179486566	179486734
chr2	TTN	179391738	179669368	exon120	179487396	179487493
chr2	TTN	179391738	179669368	exon121	179489191	179489457
chr2	TTN	179391738	179669368	exon122	179489999	179490122
chr2	TTN	179391738	179669368	exon123	179494027	179494169
chr2	TTN	179391738	179669368	exon124	179494967	179495093
chr2	TTN	179391738	179669368	exon125	179495530	179495669
chr2	TTN	179391738	179669368	exon126	179495760	179496026
chr2	TTN	179391738	179669368	exon127	179496873	179497139
chr2	TTN	179391738	179669368	exon128	179497252	179497518
chr2	TTN	179391738	179669368	exon129	179497644	179497770
chr2	TTN	179391738	179669368	exon130	179497913	179498052
chr2	TTN	179391738	179669368	exon131	179498139	179498402
chr2	TTN	179391738	179669368	exon132	179498543	179498809
chr2	TTN	179391738	179669368	exon133	179499092	179499355
chr2	TTN	179391738	179669368	exon134	179499449	179499575
chr2	TTN	179391738	179669368	exon135	179499891	179500030
chr2	TTN	179391738	179669368	exon136	179500166	179500441
chr2	TTN	179391738	179669368	exon137	179500689	179500967
chr2	TTN	179391738	179669368	exon138	179501124	179501525
chr2	TTN	179391738	179669368	exon139	179502095	179502145
chr2	TTN	179391738	179669368	exon140	179504425	179504514
chr2	TTN	179391738	179669368	exon141	179504774	179504836
chr2	TTN	179391738	179669368	exon142	179505267	179505356
chr2	TTN	179391738	179669368	exon143	179505967	179506041
chr2	TTN	179391738	179669368	exon144	179506963	179507043
chr2	TTN	179391738	179669368	exon145	179602808	179603086
chr2	TTN	179391738	179669368	exon146	179603867	179606647
chr2	TTN	179391738	179669368	exon147	179617850	179617906
chr2	TTN	179391738	179669368	exon148	179623710	179623898
chr2	TTN	179391738	179669368	exon149	179628903	179629028
chr2	TTN	179391738	179669368	exon150	179629253	179629537
chr2	TTN	179391738	179669368	exon151	179631107	179631338
chr2	TTN	179391738	179669368	exon152	179632485	179632650
chr2	TTN	179391738	179669368	exon153	179632740	179632881
chr2	TTN	179391738	179669368	exon154	179633399	179633659
chr2	TTN	179391738	179669368	exon155	179634405	179634665
chr2	TTN	179391738	179669368	exon156	179634786	179635046
chr2	TTN	179391738	179669368	exon157	179635138	179635401
chr2	TTN	179391738	179669368	exon158	179635937	179636197
chr2	TTN	179391738	179669368	exon159	179637835	179638095
chr2	TTN	179391738	179669368	exon160	179638188	179638451
chr2	TTN	179391738	179669368	exon161	179638564	179638836
chr2	TTN	179391738	179669368	exon162	179638933	179639199
chr2	TTN	179391738	179669368	exon163	179639647	179639928
chr2	TTN	179391738	179669368	exon164	179640082	179641775
chr2	TTN	179391738	179669368	exon165	179641875	179642043
chr2	TTN	179391738	179669368	exon166	179642146	179642310
chr2	TTN	179391738	179669368	exon167	179642430	179642701
chr2	TTN	179391738	179669368	exon168	179643600	179643844
chr2	TTN	179391738	179669368	exon169	179643955	179644188
chr2	TTN	179391738	179669368	exon170	179644726	179644931
chr2	TTN	179391738	179669368	exon171	179645847	179645989
chr2	TTN	179391738	179669368	exon172	179646938	179647153
chr2	TTN	179391738	179669368	exon173	179647265	179647328
chr2	TTN	179391738	179669368	exon174	179647532	179647790
chr2	TTN	179391738	179669368	exon175	179648446	179648511
chr2	TTN	179391738	179669368	exon176	179648796	179649077
chr2	TTN	179391738	179669368	exon177	179650346	179650468
chr2	TTN	179391738	179669368	exon178	179650574	179650867
chr2	TTN	179391738	179669368	exon179	179654086	179654223
chr2	TTN	179391738	179669368	exon180	179654704	179654841
chr2	TTN	179391738	179669368	exon181	179656798	179656923
chr2	TTN	179391738	179669368	exon182	179658130	179658267
chr2	TTN	179391738	179669368	exon183	179659125	179659277
chr2	TTN	179391738	179669368	exon184	179659648	179659978
chr2	TTN	179391738	179669368	exon185	179664213	179664457
chr2	TTN	179391738	179669368	exon186	179664551	179664636
chr2	TTN	179391738	179669368	exon187	179665121	179665408
chr2	TTN	179391738	179669368	exon188	179666864	179667067
chr2	TTN	179391738	179669368	exon189	179669278	179669368
chr2	TTN	179391738	179669368	exon0	179391738	179392033
chr2	TTN	179391738	179669368	exon1	179392172	179392474
chr2	TTN	179391738	179669368	exon2	179393000	179393153
chr2	TTN	179391738	179669368	exon3	179393254	179393945
chr2	TTN	179391738	179669368	exon4	179394686	179394842
chr2	TTN	179391738	179669368	exon5	179394967	179400575
chr2	TTN	179391738	179669368	exon6	179400708	179401301
chr2	TTN	179391738	179669368	exon7	179401664	179401969
chr2	TTN	179391738	179669368	exon8	179402068	179402643
chr2	TTN	179391738	179669368	exon9	179403266	179403565
chr2	TTN	179391738	179669368	exon10	179403672	179403977
chr2	TTN	179391738	179669368	exon11	179404108	179404692
chr2	TTN	179391738	179669368	exon12	179404794	179405096
chr2	TTN	179391738	179669368	exon13	179406008	179406310
chr2	TTN	179391738	179669368	exon14	179406990	179407289
chr2	TTN	179391738	179669368	exon15	179407388	179407675
chr2	TTN	179391738	179669368	exon16	179407795	179408388
chr2	TTN	179391738	179669368	exon17	179408560	179408841
chr2	TTN	179391738	179669368	exon18	179408927	179409232
chr2	TTN	179391738	179669368	exon19	179410114	179410419
chr2	TTN	179391738	179669368	exon20	179410546	179410842
chr2	TTN	179391738	179669368	exon21	179410938	179411228
chr2	TTN	179391738	179669368	exon22	179411326	179411631
chr2	TTN	179391738	179669368	exon23	179411729	179412031
chr2	TTN	179391738	179669368	exon24	179412133	179414199
chr2	TTN	179391738	179669368	exon25	179414296	179414595
chr2	TTN	179391738	179669368	exon26	179414712	179414999
chr2	TTN	179391738	179669368	exon27	179415693	179415986
chr2	TTN	179391738	179669368	exon28	179416356	179418122
chr2	TTN	179391738	179669368	exon29	179418228	179418533
chr2	TTN	179391738	179669368	exon30	179418640	179418942
chr2	TTN	179391738	179669368	exon31	179419179	179419478
chr2	TTN	179391738	179669368	exon32	179419591	179419878
chr2	TTN	179391738	179669368	exon33	179421574	179421870
chr2	TTN	179391738	179669368	exon34	179421979	179422281
chr2	TTN	179391738	179669368	exon35	179422374	179422961
chr2	TTN	179391738	179669368	exon36	179423067	179423363
chr2	TTN	179391738	179669368	exon37	179424037	179441142
chr2	TTN	179391738	179669368	exon38	179441255	179441557
chr2	TTN	179391738	179669368	exon39	179441649	179442236
chr2	TTN	179391738	179669368	exon40	179442328	179442624
chr2	TTN	179391738	179669368	exon41	179442714	179442911
chr2	TTN	179391738	179669368	exon42	179443337	179443441
chr2	TTN	179391738	179669368	exon43	179443532	179444119
chr2	TTN	179391738	179669368	exon44	179444287	179444574
chr2	TTN	179391738	179669368	exon45	179444665	179444955
chr2	TTN	179391738	179669368	exon46	179445048	179445335
chr2	TTN	179391738	179669368	exon47	179446225	179446530
chr2	TTN	179391738	179669368	exon48	179446632	179446934
chr2	TTN	179391738	179669368	exon49	179447022	179447318
chr2	TTN	179391738	179669368	exon50	179447666	179447953
chr2	TTN	179391738	179669368	exon51	179448333	179448632
chr2	TTN	179391738	179669368	exon52	179449002	179449304
chr2	TTN	179391738	179669368	exon53	179449395	179449694
chr2	TTN	179391738	179669368	exon54	179449798	179450073
chr2	TTN	179391738	179669368	exon55	179451231	179451533
chr2	TTN	179391738	179669368	exon56	179451844	179452143
chr2	TTN	179391738	179669368	exon57	179452242	179452526
chr2	TTN	179391738	179669368	exon58	179452625	179452945
chr2	TTN	179391738	179669368	exon59	179453264	179456230
chr2	TTN	179391738	179669368	exon60	179456325	179456618
chr2	TTN	179391738	179669368	exon61	179456704	179457003
chr2	TTN	179391738	179669368	exon62	179457105	179457386
chr2	TTN	179391738	179669368	exon63	179457501	179457809
chr2	TTN	179391738	179669368	exon64	179457899	179458201
chr2	TTN	179391738	179669368	exon65	179458294	179458593
chr2	TTN	179391738	179669368	exon66	179458687	179458968
chr2	TTN	179391738	179669368	exon67	179459070	179459372
chr2	TTN	179391738	179669368	exon68	179460233	179460535
chr2	TTN	179391738	179669368	exon69	179462264	179462545
chr2	TTN	179391738	179669368	exon70	179462634	179462784
chr2	TTN	179391738	179669368	exon71	179463232	179463380
chr2	TTN	179391738	179669368	exon72	179463474	179463788
chr2	TTN	179391738	179669368	exon73	179463872	179464171
chr2	TTN	179391738	179669368	exon74	179464280	179464576
chr2	TTN	179391738	179669368	exon75	179465580	179465897
chr2	TTN	179391738	179669368	exon76	179465991	179466290
chr2	TTN	179391738	179669368	exon77	179466384	179466513
chr2	TTN	179391738	179669368	exon78	179466608	179466640
chr2	TTN	179391738	179669368	exon79	179466728	179466876
chr2	TTN	179391738	179669368	exon80	179467008	179467316
chr2	TTN	179391738	179669368	exon81	179468602	179469031
chr2	TTN	179391738	179669368	exon82	179469434	179469624
chr2	TTN	179391738	179669368	exon83	179469713	179470021
chr2	TTN	179391738	179669368	exon84	179470140	179470439
chr2	TTN	179391738	179669368	exon85	179471747	179472040
chr2	TTN	179391738	179669368	exon86	179472127	179472411
chr2	TTN	179391738	179669368	exon87	179472511	179472807
chr2	TTN	179391738	179669368	exon88	179472904	179473203
chr2	TTN	179391738	179669368	exon89	179473332	179473634
chr2	TTN	179391738	179669368	exon90	179473934	179474296
chr2	TTN	179391738	179669368	exon91	179474410	179474712
chr2	TTN	179391738	179669368	exon92	179474816	179475115
chr2	TTN	179391738	179669368	exon93	179475719	179475997
chr2	TTN	179391738	179669368	exon94	179476098	179476403
chr2	TTN	179391738	179669368	exon95	179476484	179476680
chr2	TTN	179391738	179669368	exon96	179476783	179476888
chr2	TTN	179391738	179669368	exon97	179477003	179477302
chr2	TTN	179391738	179669368	exon98	179477499	179477798
chr2	TTN	179391738	179669368	exon99	179477887	179478002
chr2	TTN	179391738	179669368	exon100	179478477	179478663
chr2	TTN	179391738	179669368	exon101	179478778	179479074
chr2	TTN	179391738	179669368	exon102	179479192	179479479
chr2	TTN	179391738	179669368	exon103	179479573	179479694
chr2	TTN	179391738	179669368	exon104	179480033	179480210
chr2	TTN	179391738	179669368	exon105	179480367	179480514
chr2	TTN	179391738	179669368	exon106	179481205	179481356
chr2	TTN	179391738	179669368	exon107	179481455	179481739
chr2	TTN	179391738	179669368	exon108	179481846	179481960
chr2	TTN	179391738	179669368	exon109	179482051	179482238
chr2	TTN	179391738	179669368	exon110	179482505	179482807
chr2	TTN	179391738	179669368	exon111	179482915	179483217
chr2	TTN	179391738	179669368	exon112	179483310	179483579
chr2	TTN	179391738	179669368	exon113	179484347	179484613
chr2	TTN	179391738	179669368	exon114	179484714	179484838
chr2	TTN	179391738	179669368	exon115	179484943	179485351
chr2	TTN	179391738	179669368	exon116	179485441	179485719
chr2	TTN	179391738	179669368	exon117	179485828	179486094
chr2	TTN	179391738	179669368	exon118	179486201	179486467
chr2	TTN	179391738	179669368	exon119	179486566	179486734
chr2	TTN	179391738	179669368	exon120	179487396	179487493
chr2	TTN	179391738	179669368	exon121	179489191	179489457
chr2	TTN	179391738	179669368	exon122	179489999	179490122
chr2	TTN	179391738	179669368	exon123	179494027	179494169
chr2	TTN	179391738	179669368	exon124	179494967	179495093
chr2	TTN	179391738	179669368	exon125	179495530	179495669
chr2	TTN	179391738	179669368	exon126	179495760	179496026
chr2	TTN	179391738	179669368	exon127	179496873	179497139
chr2	TTN	179391738	179669368	exon128	179497252	179497518
chr2	TTN	179391738	179669368	exon129	179497644	179497770
chr2	TTN	179391738	179669368	exon130	179497913	179498052
chr2	TTN	179391738	179669368	exon131	179498139	179498402
chr2	TTN	179391738	179669368	exon132	179498543	179498809
chr2	TTN	179391738	179669368	exon133	179499092	179499355
chr2	TTN	179391738	179669368	exon134	179499449	179499575
chr2	TTN	179391738	179669368	exon135	179499891	179500030
chr2	TTN	179391738	179669368	exon136	179500166	179500441
chr2	TTN	179391738	179669368	exon137	179500689	179500967
chr2	TTN	179391738	179669368	exon138	179501124	179501525
chr2	TTN	179391738	179669368	exon139	179502095	179502145
chr2	TTN	179391738	179669368	exon140	179504425	179504514
chr2	TTN	179391738	179669368	exon141	179504774	179504836
chr2	TTN	179391738	179669368	exon142	179505267	179505356
chr2	TTN	179391738	179669368	exon143	179505967	179506041
chr2	TTN	179391738	179669368	exon144	179506963	179507043
chr2	TTN	179391738	179669368	exon145	179602808	179603086
chr2	TTN	179391738	179669368	exon146	179603867	179606647
chr2	TTN	179391738	179669368	exon147	179617850	179617906
chr2	TTN	179391738	179669368	exon148	179620948	179621523
chr2	TTN	179391738	179669368	exon149	179623710	179623898
chr2	TTN	179391738	179669368	exon150	179628903	179629028
chr2	TTN	179391738	179669368	exon151	179629253	179629537
chr2	TTN	179391738	179669368	exon152	179631107	179631338
chr2	TTN	179391738	179669368	exon153	179632485	179632650
chr2	TTN	179391738	179669368	exon154	179632740	179632881
chr2	TTN	179391738	179669368	exon155	179633399	179633659
chr2	TTN	179391738	179669368	exon156	179634405	179634665
chr2	TTN	179391738	179669368	exon157	179634786	179635046
chr2	TTN	179391738	179669368	exon158	179635138	179635401
chr2	TTN	179391738	179669368	exon159	179635937	179636197
chr2	TTN	179391738	179669368	exon160	179637835	179638095
chr2	TTN	179391738	179669368	exon161	179638188	179638451
chr2	TTN	179391738	179669368	exon162	179638564	179638836
chr2	TTN	179391738	179669368	exon163	179638933	179639199
chr2	TTN	179391738	179669368	exon164	179639647	179639928
chr2	TTN	179391738	179669368	exon165	179640082	179641775
chr2	TTN	179391738	179669368	exon166	179641875	179642043
chr2	TTN	179391738	179669368	exon167	179642146	179642310
chr2	TTN	179391738	179669368	exon168	179642430	179642701
chr2	TTN	179391738	179669368	exon169	179643600	179643844
chr2	TTN	179391738	179669368	exon170	179643955	179644188
chr2	TTN	179391738	179669368	exon171	179644726	179644931
chr2	TTN	179391738	179669368	exon172	179645847	179645989
chr2	TTN	179391738	179669368	exon173	179646938	179647153
chr2	TTN	179391738	179669368	exon174	179647265	179647328
chr2	TTN	179391738	179669368	exon175	179647532	179647790
chr2	TTN	179391738	179669368	exon176	179648446	179648511
chr2	TTN	179391738	179669368	exon177	179648796	179649077
chr2	TTN	179391738	179669368	exon178	179650346	179650468
chr2	TTN	179391738	179669368	exon179	179650574	179650867
chr2	TTN	179391738	179669368	exon180	179654086	179654223
chr2	TTN	179391738	179669368	exon181	179654704	179654841
chr2	TTN	179391738	179669368	exon182	179656798	179656923
chr2	TTN	179391738	179669368	exon183	179658130	179658267
chr2	TTN	179391738	179669368	exon184	179659125	179659277
chr2	TTN	179391738	179669368	exon185	179659648	179659978
chr2	TTN	179391738	179669368	exon186	179664213	179664457
chr2	TTN	179391738	179669368	exon187	179664551	179664636
chr2	TTN	179391738	179669368	exon188	179665121	179665408
chr2	TTN	179391738	179669368	exon189	179666864	179667067
chr2	TTN	179391738	179669368	exon190	179669278	179669368
chr2	TTN	179391738	179669368	exon0	179391738	179392033
chr2	TTN	179391738	179669368	exon1	179392172	179392474
chr2	TTN	179391738	179669368	exon2	179393000	179393153
chr2	TTN	179391738	179669368	exon3	179393254	179393945
chr2	TTN	179391738	179669368	exon4	179394686	179394842
chr2	TTN	179391738	179669368	exon5	179394967	179400575
chr2	TTN	179391738	179669368	exon6	179400708	179401301
chr2	TTN	179391738	179669368	exon7	179401664	179401969
chr2	TTN	179391738	179669368	exon8	179402068	179402643
chr2	TTN	179391738	179669368	exon9	179403266	179403565
chr2	TTN	179391738	179669368	exon10	179403672	179403977
chr2	TTN	179391738	179669368	exon11	179404108	179404692
chr2	TTN	179391738	179669368	exon12	179404794	179405096
chr2	TTN	179391738	179669368	exon13	179406008	179406310
chr2	TTN	179391738	179669368	exon14	179406990	179407289
chr2	TTN	179391738	179669368	exon15	179407388	179407675
chr2	TTN	179391738	179669368	exon16	179407795	179408388
chr2	TTN	179391738	179669368	exon17	179408560	179408841
chr2	TTN	179391738	179669368	exon18	179408927	179409232
chr2	TTN	179391738	179669368	exon19	179410114	179410419
chr2	TTN	179391738	179669368	exon20	179410546	179410842
chr2	TTN	179391738	179669368	exon21	179410938	179411228
chr2	TTN	179391738	179669368	exon22	179411326	179411631
chr2	TTN	179391738	179669368	exon23	179411729	179412031
chr2	TTN	179391738	179669368	exon24	179412133	179414199
chr2	TTN	179391738	179669368	exon25	179414296	179414595
chr2	TTN	179391738	179669368	exon26	179414712	179414999
chr2	TTN	179391738	179669368	exon27	179415693	179415986
chr2	TTN	179391738	179669368	exon28	179416356	179418122
chr2	TTN	179391738	179669368	exon29	179418228	179418533
chr2	TTN	179391738	179669368	exon30	179418640	179418942
chr2	TTN	179391738	179669368	exon31	179419179	179419478
chr2	TTN	179391738	179669368	exon32	179419591	179419878
chr2	TTN	179391738	179669368	exon33	179421574	179421870
chr2	TTN	179391738	179669368	exon34	179421979	179422281
chr2	TTN	179391738	179669368	exon35	179422374	179422961
chr2	TTN	179391738	179669368	exon36	179423067	179423363
chr2	TTN	179391738	179669368	exon37	179424037	179441142
chr2	TTN	179391738	179669368	exon38	179441255	179441557
chr2	TTN	179391738	179669368	exon39	179441649	179442236
chr2	TTN	179391738	179669368	exon40	179442328	179442624
chr2	TTN	179391738	179669368	exon41	179442714	179442911
chr2	TTN	179391738	179669368	exon42	179443337	179443441
chr2	TTN	179391738	179669368	exon43	179443532	179444119
chr2	TTN	179391738	179669368	exon44	179444287	179444574
chr2	TTN	179391738	179669368	exon45	179444665	179444955
chr2	TTN	179391738	179669368	exon46	179445048	179445335
chr2	TTN	179391738	179669368	exon47	179446225	179446530
chr2	TTN	179391738	179669368	exon48	179446632	179446934
chr2	TTN	179391738	179669368	exon49	179447022	179447318
chr2	TTN	179391738	179669368	exon50	179447666	179447953
chr2	TTN	179391738	179669368	exon51	179448333	179448632
chr2	TTN	179391738	179669368	exon52	179449002	179449304
chr2	TTN	179391738	179669368	exon53	179449395	179449694
chr2	TTN	179391738	179669368	exon54	179449798	179450073
chr2	TTN	179391738	179669368	exon55	179451231	179451533
chr2	TTN	179391738	179669368	exon56	179451844	179452143
chr2	TTN	179391738	179669368	exon57	179452242	179452526
chr2	TTN	179391738	179669368	exon58	179452625	179452945
chr2	TTN	179391738	179669368	exon59	179453264	179456230
chr2	TTN	179391738	179669368	exon60	179456325	179456618
chr2	TTN	179391738	179669368	exon61	179456704	179457003
chr2	TTN	179391738	179669368	exon62	179457105	179457386
chr2	TTN	179391738	179669368	exon63	179457501	179457809
chr2	TTN	179391738	179669368	exon64	179457899	179458201
chr2	TTN	179391738	179669368	exon65	179458294	179458593
chr2	TTN	179391738	179669368	exon66	179458687	179458968
chr2	TTN	179391738	179669368	exon67	179459070	179459372
chr2	TTN	179391738	179669368	exon68	179460233	179460535
chr2	TTN	179391738	179669368	exon69	179462264	179462545
chr2	TTN	179391738	179669368	exon70	179462634	179462784
