Chr	gene_name	start	end	exon_list
2	NOL10	10572070	10689860	[10572070-10572189, 10577635-10577737, 10589042-10589289, 10589577-10589750, 10600852-10600941, 10602775-10602873, 10603077-10603156, 10607184-10607310, 10644319-10644371, 10654480-10654546, 10657741-10657890, 10659171-10659249, 10662958-10663043, 10667217-10667277, 10668657-10668722, 10671553-10671689, 10673519-10673556, 10675793-10675870, 10681970-10682068, 10684566-10684611, 10689795-10689860]
2	ATP6V1C2	10722849	10783262	[10722849-10722977, 10726501-10726568, 10753980-10754065, 10764330-10764424, 10768718-10768809, 10771838-10771936, 10772541-10772609, 10774787-10774879, 10774977-10775070, 10778571-10778668, 10782242-10782374, 10783173-10783262]
2	PDIA6	10784257	10812695	[10784257-10784325, 10784933-10785029, 10787280-10787438, 10788696-10788768, 10788896-10788980, 10789748-10789888, 10790718-10790832, 10791794-10791924, 10793095-10793201, 10797080-10797206, 10797699-10797756, 10802498-10802639, 10812677-10812695]
2	KCNF1	10912426	10913910	[10912426-10913910]
2	FLJ33534	11163194	11186373	[11163194-11163238, 11178339-11178538, 11182159-11182361, 11186297-11186373]
2	C2orf50	11133334	11144110	[11133334-11133590, 11140509-11140548, 11143919-11144110]
2	PQLC3	11155546	11177827	[11155546-11155688, 11160465-11160547, 11160624-11160693, 11164203-11164260, 11171924-11172044, 11174967-11175008, 11177736-11177827]
2	E2F6	11446476	11465878	[11446476-11446522, 11447626-11447773, 11450011-11450125, 11451650-11451805, 11453581-11453797, 11457178-11457232, 11465771-11465878]
2	NTSR2	11658478	11670128	[11658478-11658721, 11660042-11660132, 11661966-11662239, 11669505-11670128]
2	LPIN1	11765541	11824790	[11765541-11765732, 11767762-11767857, 11771371-11771678, 11773619-11773744, 11779518-11779644, 11782200-11782506, 11783828-11783921, 11784885-11785075, 11787073-11787166, 11788386-11788455, 11791913-11792005, 11795407-11795486, 11802906-11803032, 11804422-11804570, 11805069-11805155, 11815087-11815239, 11819483-11819597, 11820410-11820513, 11824631-11824790]
2	TRIB2	12718307	12740793	[12718307-12718576, 12723259-12723551, 12740325-12740793]
2	FAM84A	14633979	14634857	[14633979-14634857]
2	NBAS	15167047	15561303	[15167047-15167322, 15178987-15179115, 15186741-15186879, 15190263-15190402, 15218772-15218967, 15232421-15232510, 15234544-15234746, 15238467-15238685, 15275483-15275817, 15276850-15277100, 15287072-15287182, 15292536-15292765, 15308215-15308352, 15309170-15309246, 15327749-15327869, 15328198-15328311, 15330597-15330764, 15351991-15352080, 15353552-15353709, 15356302-15356415, 15366579-15366692, 15374607-15374719, 15379601-15379830, 15383214-15383316, 15394226-15394348, 15396412-15396474, 15402167-15402300, 15415545-15415718, 15417526-15417711, 15424314-15424467, 15427710-15427793, 15461200-15461336, 15461686-15461790, 15467328-15467406, 15467663-15467803, 15468381-15468532, 15473221-15473346, 15474066-15474323, 15475686-15475879, 15478225-15478288, 15488893-15489021, 15504144-15504212, 15511211-15511349, 15534542-15534640, 15536417-15536550, 15539222-15539355, 15551492-15551535, 15553425-15553472, 15554060-15554137, 15556782-15556818, 15558579-15558633, 15561187-15561303]
2	DDX1	15591933	15630905	[15591933-15591948, 15595144-15595195, 15595489-15595552, 15596733-15596762, 15597374-15597470, 15599668-15599715, 15602547-15602630, 15603191-15603274, 15603813-15603889, 15604436-15604508, 15605949-15606025, 15606149-15606263, 15607174-15607312, 15613223-15613283, 15617243-15617341, 15618180-15618269, 15620207-15620395, 15621064-15621115, 15623435-15623581, 15627053-15627144, 15628444-15628516, 15628637-15628709, 15628796-15628838, 15629601-15629696, 15629989-15630109, 15630775-15630905]
2	MYCN	15942064	15946096	[15942064-15942853, 15945492-15946096]
2	FAM49A	16552935	16588118	[16552935-16552998, 16555068-16555138, 16559459-16559585, 16560989-16561068, 16561160-16561276, 16561455-16561532, 16562004-16562140, 16563988-16564093, 16565645-16565766, 16588049-16588118]
2	VSNL1	17592074	17655393	[17592074-17592235, 17649409-17649624, 17655196-17655393]
2	SMC6	17665498	17745945	[17665498-17665612, 17666419-17666516, 17670422-17670574, 17678858-17678963, 17683637-17683762, 17695151-17695296, 17696288-17696425, 17700207-17700377, 17701828-17701908, 17703156-17703291, 17707218-17707378, 17708638-17708752, 17714860-17715064, 17716085-17716263, 17716740-17716904, 17717087-17717175, 17718076-17718222, 17720939-17721037, 17721141-17721260, 17725256-17725357, 17726388-17726468, 17731077-17731138, 17731740-17731876, 17738220-17738325, 17741611-17741728, 17745826-17745945]
2	GEN1	17759943	17781938	[17759943-17760103, 17761395-17761581, 17764896-17765072, 17766578-17766688, 17768737-17768810, 17771195-17771286, 17772633-17772783, 17773095-17773131, 17773218-17773298, 17774270-17774400, 17778001-17778062, 17779977-17780120, 17780620-17781938]
2	KCNS3	17931008	17932483	[17931008-17932483]
2	RDH14	18555190	18560571	[18555190-18555807, 18560179-18560571]
2	OSR1	19352274	19353804	[19352274-19352409, 19353140-19353804]
2	WDR35	19913557	19990014	[19913557-19913707, 19914036-19914276, 19930395-19930551, 19931268-19931408, 19932282-19932446, 19933400-19933510, 19935470-19935602, 19936218-19936364, 19937742-19937945, 19938264-19938400, 19941758-19941838, 19945785-19945995, 19946460-19946569, 19948163-19948216, 19951414-19951483, 19953833-19953977, 19960553-19960613, 19966723-19966908, 19969479-19969604, 19973562-19973707, 19974467-19974632, 19975529-19975662, 19978750-19978878, 19980690-19980782, 19982462-19982533, 19989164-19989281, 19989991-19990014]
2	LAPTM4A	20033204	20051519	[20033204-20033278, 20034316-20034414, 20034966-20035061, 20037315-20037437, 20037537-20037613, 20040890-20041010, 20051409-20051519]
2	SDC1	20202765	20224866	[20202765-20202934, 20203086-20203221, 20203812-20204290, 20205342-20205423, 20224801-20224866]
2	PUM2	20251584	20327359	[20251584-20251715, 20253821-20254013, 20254862-20254983, 20255215-20255340, 20256032-20256169, 20258242-20258370, 20260336-20260465, 20263192-20263459, 20278582-20278818, 20282946-20283230, 20283342-20283485, 20290651-20290789, 20294375-20294517, 20297552-20297677, 20307977-20308070, 20308313-20308583, 20311493-20311662, 20312235-20312422, 20318536-20318644, 20327309-20327359]
2	RHOB	20447465	20448055	[20447465-20448055]
2	HS1BP3	20618986	20651062	[20618986-20619244, 20623895-20624030, 20624731-20624891, 20638435-20638651, 20640972-20641179, 20645339-20645504, 20651031-20651062]
2	GDF7	20667239	20671424	[20667239-20667629, 20670463-20671424]
2	LDAH	20686902	20801462	[20686902-20687093, 20701569-20701651, 20739970-20740204, 20774809-20774978, 20790254-20790397, 20801309-20801462]
2	APOB	21001729	21043944	[21001729-21003333, 21004268-21004451, 21004560-21004674, 21005079-21012650, 21013159-21013532, 21014447-21014592, 21015072-21015259, 21015369-21015544, 21016438-21016648, 21018991-21019112, 21019722-21019904, 21022830-21023041, 21023524-21023691, 21024932-21025123, 21026787-21026963, 21027827-21028064, 21028326-21028537, 21029638-21029784, 21029897-21030014, 21032353-21032580, 21033298-21033517, 21034815-21034900, 21035583-21035707, 21037099-21037254, 21037957-21038110, 21040937-21041082, 21042360-21042475, 21043512-21043550, 21043863-21043944]
2	UBXN2A	23958314	23999866	[23958314-23958354, 23971275-23971413, 23976968-23977074, 23982895-23983032, 23984672-23984830, 23999671-23999866]
2	C2orf44	24030932	24039493	[24030932-24031161, 24032828-24032945, 24037676-24039493]
2	FKBP1B	24049849	24063191	[24049849-24049885, 24053901-24053948, 24060813-24060925, 24063063-24063191]
2	SF3B6	24067761	24076228	[24067761-24067850, 24068320-24068458, 24074075-24074193, 24076199-24076228]
2	TP53I3	24077578	24084325	[24077578-24077760, 24079443-24079639, 24080818-24081030, 24082884-24083151, 24084188-24084325]
2	PFN4	24115582	24122534	[24115582-24115610, 24119576-24119681, 24121162-24121299, 24122418-24122534]
2	ITSN2	24203625	24328081	[24203625-24203782, 24204244-24204417, 24205213-24205296, 24208236-24208318, 24209099-24209220, 24209817-24210032, 24210779-24210946, 24212649-24212747, 24216048-24216231, 24217906-24218012, 24220944-24221065, 24246128-24246319, 24246796-24246892, 24248628-24248749, 24248836-24248881, 24252344-24252510, 24254366-24254430, 24257887-24258092, 24261105-24261249, 24261560-24261741, 24270670-24270767, 24271765-24271940, 24275712-24275848, 24284762-24284842, 24286211-24286350, 24293687-24293774, 24295663-24295803, 24298664-24298813, 24299908-24300170, 24301153-24301238, 24301964-24302101, 24303798-24303861, 24308616-24308755, 24310283-24310379, 24310488-24310691, 24312211-24312374, 24313459-24313522, 24315131-24315223, 24328051-24328081]
2	ITSN2	24203625	24328081	[24203625-24203782, 24204244-24204417, 24205213-24205296, 24208236-24208318, 24209099-24209220, 24209817-24210032, 24210779-24210946, 24212649-24212747, 24216048-24216231, 24217906-24218012, 24220944-24221065, 24246128-24246319, 24246796-24246892, 24248628-24248749, 24248836-24248881, 24252344-24252510, 24254366-24254430, 24257887-24258092, 24261105-24261249, 24261560-24261741, 24270670-24270767, 24271765-24271940, 24275712-24275848, 24286211-24286350, 24293687-24293774, 24295663-24295803, 24298664-24298813, 24299908-24300170, 24301153-24301238, 24301964-24302101, 24303798-24303861, 24308616-24308755, 24310283-24310379, 24310488-24310691, 24312211-24312374, 24313459-24313522, 24315131-24315223, 24328051-24328081]
2	NCOA1	24658677	24768390	[24658677-24658765, 24665748-24665914, 24673365-24673462, 24682950-24683127, 24691480-24691659, 24693251-24693346, 24697657-24697797, 24705085-24705232, 24706567-24707887, 24710930-24711110, 24726588-24726705, 24728307-24728475, 24729500-24729814, 24739431-24739532, 24741783-24742185, 24751981-24752155, 24757972-24758155, 24762686-24762775, 24768220-24768390]
2	NCOA1	24658677	24768122	[24658677-24658765, 24665748-24665914, 24673365-24673462, 24682950-24683127, 24691480-24691659, 24693251-24693346, 24697657-24697797, 24705085-24705232, 24706567-24707887, 24710930-24711110, 24726588-24726705, 24728307-24728475, 24729500-24729814, 24739431-24739532, 24741783-24742185, 24751981-24752155, 24757972-24758155, 24762686-24762775, 24768078-24768122]
2	CENPO	24793919	24817805	[24793919-24793964, 24799674-24799843, 24814375-24814492, 24815496-24815755, 24816645-24816816, 24817669-24817805]
2	ADCY3	24819931	24918986	[24819931-24820113, 24820723-24820847, 24821516-24821639, 24822510-24822629, 24823208-24823354, 24824377-24824535, 24826044-24826125, 24827545-24827607, 24827901-24828160, 24830708-24830824, 24831661-24831748, 24834484-24834645, 24834793-24834935, 24836916-24837044, 24838444-24838621, 24839872-24840030, 24841258-24841385, 24841555-24841666, 24842253-24842383, 24872569-24872718, 24918312-24918986]
2	DNAJC27	24947615	24971903	[24947615-24947747, 24951393-24951553, 24957042-24957164, 24957809-24957973, 24963404-24963473, 24967210-24967292, 24971817-24971903]
2	POMC	25161080	25164771	[25161080-25161751, 25164640-25164771]
2	DNMT3A	25234278	25252196	[25234278-25234419, 25235706-25235824, 25236935-25237004, 25239129-25239214, 25240301-25240449, 25240639-25240729, 25241561-25241706, 25243897-25243981, 25244154-25244337, 25244539-25244651, 25245252-25245331, 25246019-25246063, 25246159-25246308, 25246619-25246775, 25247050-25247157, 25247590-25247748, 25248036-25248251, 25249656-25249723, 25252193-25252196]
2	KIF3C	25928977	25981916	[25928977-25929070, 25929304-25929476, 25929954-25930062, 25951788-25951904, 25954266-25954384, 25955540-25955662, 25956342-25956443, 25980372-25981916]
2	RAB10	26034608	26135020	[26034608-26034734, 26098661-26098721, 26109767-26109905, 26127143-26127232, 26127849-26127950, 26134937-26135020]
2	HADHA	26191249	26244595	[26191249-26191394, 26191482-26191627, 26192309-26192423, 26193576-26193771, 26194569-26194637, 26195091-26195231, 26197690-26197776, 26201148-26201319, 26204061-26204195, 26209779-26209888, 26212569-26212625, 26214442-26214560, 26215052-26215174, 26230191-26230293, 26232159-26232278, 26234216-26234354, 26236854-26236987, 26238933-26239003, 26239101-26239142, 26244529-26244595]
2	HADHB	26254254	26289952	[26254254-26254317, 26254429-26254473, 26263379-26263478, 26269952-26269996, 26273650-26273749, 26277072-26277159, 26278613-26278800, 26279134-26279314, 26279993-26280114, 26282844-26282923, 26283003-26283050, 26284116-26284203, 26284882-26284956, 26285406-26285570, 26289917-26289952]
2	DRC1	26401989	26456516	[26401989-26402143, 26414343-26414430, 26421287-26421399, 26424270-26424453, 26429627-26429764, 26430785-26430871, 26431883-26432005, 26440377-26440516, 26444221-26444355, 26444715-26444947, 26448690-26448802, 26449995-26450084, 26450591-26450680, 26453319-26453548, 26454646-26454789, 26455130-26455232, 26456460-26456516]
2	OTOF	26458039	26477721	[26458039-26458219, 26460646-26460746, 26460851-26461029, 26461695-26461936, 26462082-26462180, 26463482-26463570, 26463963-26464105, 26464868-26465028, 26465671-26465841, 26465948-26466075, 26466713-26466850, 26467098-26467232, 26467364-26467500, 26468407-26468473, 26470592-26470720, 26471120-26471149, 26472518-26472588, 26473131-26473293, 26473405-26473566, 26473990-26474109, 26474512-26474673, 26475358-26475492, 26475913-26476037, 26476127-26476316, 26476890-26477042, 26477171-26477287, 26477415-26477505, 26477648-26477721]
2	OTOF	26460024	26558570	[26460024-26460204, 26460646-26460746, 26460851-26461029, 26461695-26461936, 26462082-26462180, 26463482-26463570, 26463963-26464105, 26464868-26465028, 26465671-26465841, 26465948-26466075, 26466713-26466850, 26467098-26467232, 26467364-26467500, 26468407-26468473, 26470592-26470720, 26471120-26471149, 26472518-26472648, 26473131-26473293, 26473405-26473566, 26473990-26474109, 26474512-26474673, 26475358-26475492, 26475913-26476037, 26476127-26476316, 26476890-26477042, 26477171-26477287, 26477415-26477505, 26477648-26477748, 26479263-26479383, 26479472-26479652, 26480202-26480310, 26480785-26481008, 26482405-26482591, 26483461-26483647, 26484473-26484632, 26489210-26489294, 26489677-26489739, 26494941-26495072, 26501753-26501807, 26502299-26502425, 26503771-26503844, 26516417-26516598, 26519009-26519108, 26527831-26527919, 26537715-26537773, 26558492-26558570]
2	OTOF	26460024	26477721	[26460024-26460204, 26460646-26460746, 26460851-26461029, 26461695-26461936, 26462082-26462180, 26463482-26463570, 26463963-26464105, 26464868-26465028, 26465671-26465841, 26465948-26466075, 26466713-26466850, 26467098-26467232, 26467364-26467500, 26468407-26468473, 26470592-26470720, 26471120-26471149, 26472518-26472588, 26473131-26473293, 26473405-26473566, 26473990-26474109, 26474512-26474673, 26475358-26475492, 26475913-26476037, 26476127-26476316, 26476890-26477042, 26477171-26477287, 26477415-26477505, 26477648-26477721]
2	KCNK3	26692875	26728567	[26692875-26693157, 26727666-26728567]
2	SLC35F6	26764349	26778510	[26764349-26764425, 26774250-26774322, 26775043-26775214, 26775463-26775675, 26776371-26776481, 26778041-26778510]
2	CENPA	26786196	26793278	[26786196-26786295, 26792130-26792239, 26792755-26792832, 26793144-26793278]
2	DPYSL5	26898499	26946994	[26898499-26898759, 26924886-26925044, 26927252-26927431, 26928254-26928322, 26931639-26931683, 26933257-26933332, 26934577-26934733, 26940030-26940171, 26941949-26942091, 26942542-26942749, 26944655-26944823, 26946909-26946994]
2	MAPRE3	27022218	27026347	[27022218-27022338, 27023331-27023476, 27024095-27024296, 27025582-27025736, 27025879-27026031, 27026279-27026347]
2	AGBL5	27052958	27070262	[27052958-27053172, 27053401-27053572, 27053895-27054058, 27054629-27054806, 27055074-27055252, 27055681-27056137, 27056622-27056791, 27057302-27057437, 27058399-27058601, 27059189-27059403, 27067493-27067645, 27068631-27068743, 27069572-27069705, 27070091-27070262]
2	EMILIN1	27079065	27086014	[27079065-27079234, 27080150-27080269, 27080731-27080951, 27082082-27084010, 27084414-27084530, 27084990-27085007, 27085159-27085296, 27085677-27086014]
2	KHK	27087259	27099749	[27087259-27087350, 27092331-27092447, 27094476-27094610, 27096728-27096800, 27097502-27097648, 27099195-27099283, 27099419-27099576, 27099664-27099749]
2	KHK	27087259	27099749	[27087259-27087350, 27092331-27092447, 27094799-27094933, 27096728-27096800, 27097502-27097648, 27099195-27099283, 27099419-27099576, 27099664-27099749]
2	ABHD1	27123948	27130743	[27123948-27124061, 27128440-27128600, 27128944-27129126, 27129315-27129360, 27129513-27129625, 27129753-27129926, 27130104-27130152, 27130250-27130415, 27130532-27130743]
2	ABHD1	-	-	-
2	PREB	27131413	27134420	[27131413-27131507, 27131671-27131830, 27132009-27132081, 27132229-27132402, 27132602-27132726, 27132842-27132922, 27133116-27133336, 27133531-27133720, 27134286-27134420]
2	PRR30	27137090	27138328	[27137090-27138328]
2	SLC5A6	27200435	27207649	[27200435-27200578, 27200997-27201112, 27201349-27201452, 27201665-27201846, 27201987-27202073, 27202812-27202879, 27203232-27203344, 27203778-27203866, 27204460-27204589, 27204790-27204930, 27205349-27205503, 27206025-27206092, 27206482-27206533, 27206876-27206941, 27207257-27207649]
2	ATRAID	27212203	27216947	[27212203-27212466, 27213176-27213297, 27215320-27215391, 27215473-27215544, 27215631-27215752, 27216522-27216619, 27216843-27216947]
2	CAD	27217551	27243517	[27217551-27217632, 27217876-27218015, 27221217-27221346, 27222193-27222335, 27222518-27222659, 27222865-27223036, 27223562-27223747, 27223916-27224028, 27224344-27224489, 27224744-27224875, 27225009-27225242, 27225704-27225925, 27226130-27226318, 27226524-27226648, 27226831-27226961, 27231467-27231579, 27231979-27232223, 27232447-27232693, 27233041-27233139, 27233311-27233535, 27233625-27233807, 27234007-27234225, 27234517-27234684, 27235244-27235426, 27235535-27235639, 27236283-27236522, 27236748-27236829, 27237378-27237544, 27237717-27237881, 27238055-27238186, 27238430-27238631, 27239041-27239231, 27239330-27239470, 27239696-27239797, 27240264-27240360, 27240910-27240954, 27241057-27241226, 27241321-27241395, 27241910-27242122, 27242301-27242426, 27242619-27242774, 27242871-27242972, 27243197-27243291, 27243415-27243517]
2	SLC30A3	27255311	27262905	[27255311-27255459, 27256385-27256519, 27256787-27256892, 27257153-27257351, 27257904-27258057, 27258160-27258306, 27258752-27258933, 27262811-27262905]
2	DNAJC5G	27276728	27280214	[27276728-27276840, 27277753-27278014, 27278187-27278331, 27280165-27280214]
2	TRIM54	27282731	27306540	[27282731-27282898, 27298566-27298738, 27299244-27299415, 27299529-27299654, 27304958-27305053, 27305583-27305816, 27306079-27306101, 27306212-27306336, 27306455-27306540]
2	TRIM54	27282731	27306540	[27282731-27282898, 27298566-27298738, 27299244-27299415, 27304958-27305053, 27305583-27305816, 27306079-27306101, 27306212-27306336, 27306455-27306540]
2	UCN	27307520	27307894	[27307520-27307894]
2	MPV17	27309911	27322516	[27309911-27309980, 27311898-27311950, 27312213-27312245, 27312493-27312588, 27312679-27312771, 27312993-27313108, 27322447-27322516]
2	GTF3C2	27326674	27343553	[27326674-27326892, 27327176-27327283, 27328036-27328188, 27328467-27328595, 27328843-27328930, 27329120-27329281, 27329378-27329522, 27333654-27333783, 27333973-27333998, 27335597-27335705, 27335916-27336027, 27336197-27336424, 27337243-27337341, 27337480-27337557, 27337925-27338019, 27341947-27342232, 27342825-27343146, 27343307-27343553]
2	SNX17	27370743	27376718	[27370743-27370805, 27371268-27371342, 27372622-27372739, 27373246-27373310, 27373860-27373970, 27374084-27374174, 27374345-27374432, 27374688-27374757, 27375060-27375152, 27375505-27375708, 27375845-27375970, 27376105-27376182, 27376312-27376386, 27376478-27376519, 27376605-27376718]
2	ZNF513	27377544	27380525	[27377544-27378370, 27378466-27379053, 27380092-27380247, 27380471-27380525]
2	PPM1G	27381598	27409421	[27381598-27381804, 27382125-27382227, 27382475-27382604, 27383365-27383599, 27383951-27384091, 27384672-27385087, 27385746-27385878, 27386193-27386278, 27387088-27387157, 27409302-27409421]
2	NRBP1	27433273	27441811	[27433273-27433482, 27433672-27433794, 27433988-27434089, 27434470-27434559, 27434721-27434761, 27435132-27435226, 27436752-27436835, 27437046-27437104, 27437261-27437359, 27439765-27439897, 27440402-27440507, 27440651-27440701, 27440804-27440939, 27441126-27441179, 27441266-27441329, 27441566-27441621, 27441707-27441811]
2	KRTCAP3	27442412	27444055	[27442412-27442439, 27442578-27442762, 27442841-27442900, 27443073-27443279, 27443397-27443531, 27443948-27444055]
2	IFT172	27444431	27489652	[27444431-27444520, 27445013-27445104, 27445295-27445448, 27445744-27445842, 27445928-27445987, 27446259-27446354, 27447514-27447633, 27447811-27447921, 27448914-27449030, 27449293-27449379, 27449498-27449561, 27449690-27449799, 27449997-27450095, 27453383-27453512, 27453629-27453738, 27453981-27454161, 27454353-27454417, 27454566-27454659, 27456510-27456652, 27457638-27457754, 27457840-27457975, 27458125-27458222, 27458778-27458867, 27459377-27459521, 27459708-27459828, 27461014-27461092, 27461268-27461516, 27461758-27461835, 27462700-27462792, 27463096-27463180, 27465410-27465517, 27465745-27465881, 27470927-27471094, 27472249-27472361, 27476640-27476725, 27477216-27477319, 27477558-27477611, 27477994-27478155, 27479508-27479603, 27480025-27480148, 27481045-27481259, 27483288-27483375, 27483579-27483658, 27483871-27483936, 27484226-27484265, 27485017-27485129, 27485359-27485502, 27489614-27489652]
2	FNDC4	27492442	27494678	[27492442-27492477, 27492665-27492789, 27493388-27493477, 27493929-27494133, 27494350-27494465, 27494546-27494678]
2	GCKR	27496904	27523438	[27496904-27496963, 27497243-27497398, 27497561-27497629, 27498254-27498322, 27498723-27498796, 27499141-27499207, 27499396-27499449, 27501134-27501228, 27503513-27503618, 27505717-27505835, 27506480-27506578, 27506787-27506884, 27507234-27507310, 27507680-27507776, 27507976-27508073, 27508167-27508250, 27518787-27518936, 27522459-27522593, 27523268-27523438]
2	ZNF512	27583112	27621460	[27583112-27583141, 27583657-27583715, 27598066-27598253, 27599582-27599677, 27599969-27600052, 27600690-27600814, 27601355-27601441, 27602462-27602560, 27603139-27603306, 27607844-27608038, 27615167-27615268, 27616261-27616323, 27617472-27617570, 27621152-27621460]
