CHROM	POS	AC	AN	PolyPhen	LoF_flags	LoF	AF
2	179391941	3	120838	NA	NA	NA	2.4826627385425115E-5
2	179391941	3	120838	benign(0.001)	NA	NA	2.4826627385425115E-5
2	179391942	3	120838	NA	NA	NA	2.4826627385425115E-5
2	179391942	3	120838	benign(0.0)	NA	NA	2.4826627385425115E-5
2	179391945	1	120840	NA	NA	NA	8.27540549486925E-6
2	179391945	1	120840	benign(0.0)	NA	NA	8.27540549486925E-6
2	179391949	28	120840	NA	NA	NA	2.3171135385633896E-4
2	179391949	28	120840	NA	NA	NA	2.3171135385633896E-4
2	179391952	2	120840	NA	NA	NA	1.65508109897385E-5
2	179391952	2	120840	NA	NA	NA	1.65508109897385E-5
2	179391953	1	120840	NA	NA	NA	8.27540549486925E-6
2	179391953	1	120840	benign(0.006)	NA	NA	8.27540549486925E-6
2	179391962	12	120834	NA	NA	NA	9.930979691146532E-5
2	179391962	12	120834	benign(0.001)	NA	NA	9.930979691146532E-5
2	179391962	1	120834	NA	NA	NA	8.275816409288777E-6
2	179391962	1	120834	benign(0.0)	NA	NA	8.275816409288777E-6
2	179391973	2	120828	NA	NA	NA	1.6552454729036316E-5
2	179391973	2	120828	NA	NA	NA	1.6552454729036316E-5
2	179391977	3	120828	NA	NA	NA	2.4828682093554473E-5
2	179391977	3	120828	benign(0.003)	NA	NA	2.4828682093554473E-5
2	179391987	3	120820	NA	NA	NA	2.4830326104949513E-5
2	179391987	3	120820	benign(0.0)	NA	NA	2.4830326104949513E-5
2	179391991	1	120816	NA	NA	NA	8.277049397430804E-6
2	179391991	1	120816	NA	NA	NA	8.277049397430804E-6
2	179391992	3	120814	NA	NA	NA	2.4831559256377573E-5
2	179391992	3	120814	benign(0.0)	NA	NA	2.4831559256377573E-5
2	179391995	3	120812	NA	NA	NA	2.4831970334072773E-5
2	179391995	3	120812	benign(0.0)	NA	NA	2.4831970334072773E-5
2	179392015	514	120794	NA	NA	NA	0.004255178237329669
2	179392015	514	120794	NA	NA	NA	0.004255178237329669
2	179392019	2	120782	NA	NA	NA	1.655875875544369E-5
2	179392019	2	120782	benign(0.004)	NA	NA	1.655875875544369E-5
2	179392022	1	120772	NA	NA	NA	8.280064915708939E-6
2	179392022	1	120772	benign(0.014)	NA	NA	8.280064915708939E-6
2	179392027	19	120756	NA	NA	NA	1.573420782404187E-4
2	179392027	19	120756	NA	NA	NA	1.573420782404187E-4
2	179392028	1	120756	NA	NA	NA	8.281162012653616E-6
2	179392028	1	120756	benign(0.0)	NA	NA	8.281162012653616E-6
2	179392038	2	120728	NA	NA	NA	1.6566165264064674E-5
2	179392038	2	120728	NA	NA	NA	1.6566165264064674E-5
2	179392038	1	120728	NA	NA	NA	8.283082632032337E-6
2	179392038	1	120728	NA	NA	NA	8.283082632032337E-6
2	179392041	2	120722	NA	NA	NA	1.656698861847882E-5
2	179392041	2	120722	NA	NA	NA	1.656698861847882E-5
2	179392042	1	120718	NA	NA	NA	8.283768783445716E-6
2	179392042	1	120718	NA	NA	NA	8.283768783445716E-6
2	179392051	12	120712	NA	NA	NA	9.941016634634502E-5
2	179392051	12	120712	NA	NA	NA	9.941016634634502E-5
2	179392051	190	120712	NA	NA	NA	0.001573994300483796
2	179392051	190	120712	NA	NA	NA	0.001573994300483796
2	179392052	3	119972	NA	NA	NA	2.5005834694762112E-5
2	179392052	3	119972	NA	NA	NA	2.5005834694762112E-5
2	179392059	1	120716	NA	NA	NA	8.283906027370025E-6
2	179392059	1	120716	NA	NA	NA	8.283906027370025E-6
2	179392063	112	120704	NA	NA	NA	9.278897136797455E-4
2	179392063	112	120704	NA	NA	NA	9.278897136797455E-4
2	179392071	1	120702	NA	NA	NA	8.284866862189524E-6
2	179392071	1	120702	NA	NA	NA	8.284866862189524E-6
2	179392073	1	120714	NA	NA	NA	8.284043275842073E-6
2	179392073	1	120714	NA	NA	NA	8.284043275842073E-6
2	179392080	20863	120672	NA	NA	NA	0.17289014850172368
2	179392080	20863	120672	NA	NA	NA	0.17289014850172368
2	179392083	3	120726	NA	NA	NA	2.484965955966403E-5
2	179392083	3	120726	NA	NA	NA	2.484965955966403E-5
2	179392084	1	120728	NA	NA	NA	8.283082632032337E-6
2	179392084	1	120728	NA	NA	NA	8.283082632032337E-6
2	179392125	1	120832	NA	NA	NA	8.275953389830508E-6
2	179392125	1	120832	NA	NA	NA	8.275953389830508E-6
2	179392126	1	120828	NA	NA	NA	8.276227364518158E-6
2	179392126	1	120828	NA	NA	NA	8.276227364518158E-6
2	179392150	2	120820	NA	NA	NA	1.6553550736633007E-5
2	179392150	2	120820	NA	NA	NA	1.6553550736633007E-5
2	179392154	2	120820	NA	NA	NA	1.6553550736633007E-5
2	179392154	2	120820	NA	NA	NA	1.6553550736633007E-5
2	179392164	1	120820	NA	NA	NA	8.276775368316504E-6
2	179392164	1	120820	NA	NA	NA	8.276775368316504E-6
2	179392165	1	120818	NA	NA	NA	8.276912380605539E-6
2	179392165	1	120818	NA	NA	NA	8.276912380605539E-6
2	179392174	1	120808	NA	NA	NA	8.277597510098669E-6
2	179392174	1	120808	benign(0.0)	NA	NA	8.277597510098669E-6
2	179392182	8	120808	NA	NA	NA	6.622078008078935E-5
2	179392182	8	120808	benign(0.0)	NA	NA	6.622078008078935E-5
2	179392182	8	120808	NA	NA	NA	6.622078008078935E-5
2	179392188	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392188	1	120804	benign(0.001)	NA	NA	8.27787159365584E-6
2	179392188	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392192	1	120802	NA	NA	NA	8.278008642241022E-6
2	179392192	1	120802	benign(0.0)	NA	NA	8.278008642241022E-6
2	179392192	1	120802	NA	NA	NA	8.278008642241022E-6
2	179392196	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392196	2	120802	benign(0.001)	NA	NA	1.6556017284482045E-5
2	179392196	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392218	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392218	2	120802	NA	NA	LC	1.6556017284482045E-5
2	179392218	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392223	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392223	1	120804	benign(0.0)	NA	NA	8.27787159365584E-6
2	179392223	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392224	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392224	1	120804	NA	NA	LC	8.27787159365584E-6
2	179392224	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392226	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392226	2	120802	benign(0.0)	NA	NA	1.6556017284482045E-5
2	179392226	2	120802	NA	NA	NA	1.6556017284482045E-5
2	179392231	1	120806	NA	NA	NA	8.277734549608463E-6
2	179392231	1	120806	NA	NA	NA	8.277734549608463E-6
2	179392231	1	120806	NA	NA	NA	8.277734549608463E-6
2	179392235	1	120806	NA	NA	NA	8.277734549608463E-6
2	179392235	1	120806	benign(0.0)	NA	NA	8.277734549608463E-6
2	179392235	1	120806	NA	NA	NA	8.277734549608463E-6
2	179392236	2	120806	NA	NA	NA	1.6555469099216926E-5
2	179392236	2	120806	benign(0.0)	NA	NA	1.6555469099216926E-5
2	179392236	2	120806	NA	NA	NA	1.6555469099216926E-5
2	179392236	2	120806	NA	NA	NA	1.6555469099216926E-5
2	179392236	2	120806	benign(0.0)	NA	NA	1.6555469099216926E-5
2	179392236	2	120806	NA	NA	NA	1.6555469099216926E-5
2	179392239	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392239	1	120804	benign(0.0)	NA	NA	8.27787159365584E-6
2	179392239	1	120804	NA	NA	NA	8.27787159365584E-6
2	179392248	41	120818	NA	NA	NA	3.393534076048271E-4
2	179392248	41	120818	benign(0.153)	NA	NA	3.393534076048271E-4
2	179392248	41	120818	NA	NA	NA	3.393534076048271E-4
2	179392260	1	120828	NA	NA	NA	8.276227364518158E-6
2	179392260	1	120828	benign(0.0)	NA	NA	8.276227364518158E-6
2	179392260	1	120828	NA	NA	NA	8.276227364518158E-6
2	179392262	5	120830	NA	NA	NA	4.138045187453447E-5
2	179392262	5	120830	benign(0.0)	NA	NA	4.138045187453447E-5
2	179392262	5	120830	NA	NA	NA	4.138045187453447E-5
2	179392263	1	120830	NA	NA	NA	8.276090374906894E-6
2	179392263	1	120830	benign(0.0)	NA	NA	8.276090374906894E-6
2	179392263	1	120830	NA	NA	NA	8.276090374906894E-6
2	179392269	1	120850	NA	NA	NA	8.274720728175424E-6
2	179392269	1	120850	NA	NA	NA	8.274720728175424E-6
2	179392269	1	120850	NA	NA	NA	8.274720728175424E-6
2	179392276	1	120862	NA	NA	NA	8.273899157717065E-6
2	179392276	1	120862	benign(0.0)	NA	NA	8.273899157717065E-6
2	179392276	1	120862	NA	NA	NA	8.273899157717065E-6
2	179392277	271	120866	NA	NA	NA	0.002242152466367713
2	179392277	271	120866	benign(0.0)	NA	NA	0.002242152466367713
2	179392277	271	120866	NA	NA	NA	0.002242152466367713
2	179392325	1	120950	NA	NA	NA	8.267879288962381E-6
2	179392325	1	120950	benign(0.0)	NA	NA	8.267879288962381E-6
2	179392325	1	120950	NA	NA	NA	8.267879288962381E-6
2	179392332	1	120956	NA	NA	NA	8.267469162340024E-6
2	179392332	1	120956	benign(0.0)	NA	NA	8.267469162340024E-6
2	179392332	1	120956	NA	NA	NA	8.267469162340024E-6
2	179392336	3	120968	NA	NA	NA	2.47999470934462E-5
2	179392336	3	120968	benign(0.307)	NA	NA	2.47999470934462E-5
2	179392336	3	120968	NA	NA	NA	2.47999470934462E-5
2	179392337	2	120968	NA	NA	NA	1.653329806229747E-5
2	179392337	2	120968	benign(0.213)	NA	NA	1.653329806229747E-5
2	179392337	2	120968	NA	NA	NA	1.653329806229747E-5
2	179392374	1	120968	NA	NA	NA	8.266649031148734E-6
2	179392374	1	120968	benign(0.0)	NA	NA	8.266649031148734E-6
2	179392374	1	120968	NA	NA	NA	8.266649031148734E-6
2	179392392	1	120968	NA	NA	NA	8.266649031148734E-6
2	179392392	1	120968	benign(0.403)	NA	NA	8.266649031148734E-6
2	179392392	1	120968	NA	NA	NA	8.266649031148734E-6
2	179392402	3	120972	NA	NA	NA	2.479912707072711E-5
2	179392402	3	120972	NA	NA	NA	2.479912707072711E-5
2	179392402	3	120972	NA	NA	NA	2.479912707072711E-5
2	179392403	4	120976	NA	NA	NA	3.306440946964687E-5
2	179392403	4	120976	benign(0.0)	NA	NA	3.306440946964687E-5
2	179392403	4	120976	NA	NA	NA	3.306440946964687E-5
2	179392404	2	120980	NA	NA	NA	1.6531658125309968E-5
2	179392404	2	120980	benign(0.0)	NA	NA	1.6531658125309968E-5
2	179392404	2	120980	NA	NA	NA	1.6531658125309968E-5
2	179392420	1	120980	NA	NA	NA	8.265829062654984E-6
2	179392420	1	120980	NA	NA	NA	8.265829062654984E-6
2	179392420	1	120980	NA	NA	NA	8.265829062654984E-6
2	179392424	1	120982	NA	NA	NA	8.265692417053776E-6
2	179392424	1	120982	benign(0.0)	NA	NA	8.265692417053776E-6
2	179392424	1	120982	NA	NA	NA	8.265692417053776E-6
2	179392426	3	120984	NA	NA	NA	2.479666732791113E-5
2	179392426	3	120984	NA	NA	NA	2.479666732791113E-5
2	179392426	3	120984	NA	NA	NA	2.479666732791113E-5
2	179392433	1	120996	NA	NA	NA	8.264736024331383E-6
2	179392433	1	120996	benign(0.153)	NA	NA	8.264736024331383E-6
2	179392433	1	120996	NA	NA	NA	8.264736024331383E-6
2	179392446	1	120986	NA	NA	NA	8.26541913940456E-6
2	179392446	1	120986	NA	NA	NA	8.26541913940456E-6
2	179392446	1	120986	NA	NA	NA	8.26541913940456E-6
2	179392446	1	120986	benign(0.0)	NA	NA	8.26541913940456E-6
2	179392446	1	120986	NA	NA	NA	8.26541913940456E-6
2	179392446	1	120986	NA	NA	NA	8.26541913940456E-6
2	179392448	1	120974	NA	NA	NA	8.266239026567692E-6
2	179392448	1	120974	benign(0.0)	NA	NA	8.266239026567692E-6
2	179392448	1	120974	NA	NA	NA	8.266239026567692E-6
2	179392456	73	120984	NA	NA	NA	6.033855716458374E-4
2	179392456	73	120984	NA	NA	NA	6.033855716458374E-4
2	179392456	73	120984	NA	NA	NA	6.033855716458374E-4
2	179392461	5	120980	NA	NA	NA	4.132914531327492E-5
2	179392461	5	120980	benign(0.0)	NA	NA	4.132914531327492E-5
2	179392461	5	120980	NA	NA	NA	4.132914531327492E-5
2	179392464	2	120978	NA	NA	NA	1.6531931425548446E-5
2	179392464	2	120978	benign(0.001)	NA	NA	1.6531931425548446E-5
2	179392464	2	120978	NA	NA	NA	1.6531931425548446E-5
2	179392469	9	120980	NA	NA	NA	7.439246156389485E-5
2	179392469	9	120980	benign(0.0)	NA	NA	7.439246156389485E-5
2	179392469	9	120980	NA	NA	NA	7.439246156389485E-5
2	179392470	3	120978	NA	NA	NA	2.479789713832267E-5
2	179392470	3	120978	benign(0.0)	NA	NA	2.479789713832267E-5
2	179392470	3	120978	NA	NA	NA	2.479789713832267E-5
2	179392478	1	120910	NA	NA	NA	8.270614506657845E-6
2	179392478	1	120910	NA	NA	NA	8.270614506657845E-6
2	179392478	1	120910	NA	NA	NA	8.270614506657845E-6
2	179392494	2	120638	NA	NA	NA	1.6578524179777515E-5
2	179392494	2	120638	NA	NA	NA	1.6578524179777515E-5
2	179392494	2	120638	NA	NA	NA	1.6578524179777515E-5
2	179392495	2	120642	NA	NA	NA	1.6577974503075214E-5
2	179392495	2	120642	NA	NA	NA	1.6577974503075214E-5
2	179392495	2	120642	NA	NA	NA	1.6577974503075214E-5
2	179392499	25	120580	NA	NA	NA	2.0733123237684525E-4
2	179392499	25	120580	NA	NA	NA	2.0733123237684525E-4
2	179392499	25	120580	NA	NA	NA	2.0733123237684525E-4
2	179392514	4	120260	NA	NA	NA	3.326126725428239E-5
2	179392514	4	120260	NA	NA	NA	3.326126725428239E-5
2	179392514	4	120260	NA	NA	NA	3.326126725428239E-5
2	179392523	1	120098	NA	NA	NA	8.326533331112925E-6
2	179392523	1	120098	NA	NA	NA	8.326533331112925E-6
2	179392523	1	120098	NA	NA	NA	8.326533331112925E-6
2	179392951	16	120844	NA	NA	NA	1.3240210519347258E-4
2	179392951	16	120844	NA	NA	NA	1.3240210519347258E-4
2	179392952	1	120844	NA	NA	NA	8.275131574592036E-6
2	179392952	1	120844	NA	NA	NA	8.275131574592036E-6
2	179392963	3	120846	NA	NA	NA	2.482498386376049E-5
2	179392963	3	120846	NA	NA	NA	2.482498386376049E-5
2	179392970	240	120844	NA	NA	NA	0.0019860315779020887
2	179392970	240	120844	NA	NA	NA	0.0019860315779020887
2	179392970	1	120844	NA	NA	NA	8.275131574592036E-6
2	179392970	1	120844	NA	NA	NA	8.275131574592036E-6
2	179392985	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392985	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392987	25	120852	NA	NA	NA	2.0686459471088605E-4
2	179392987	25	120852	NA	NA	NA	2.0686459471088605E-4
2	179392988	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392988	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392996	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392996	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392996	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392996	1	120852	NA	NA	NA	8.274583788435442E-6
2	179392997	1	120854	NA	NA	NA	8.274446853227862E-6
2	179392997	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393000	2	120856	NA	NA	NA	1.654861984510492E-5
2	179393000	2	120856	NA	NA	HC	1.654861984510492E-5
2	179393002	1	120848	NA	NA	NA	8.274857672448034E-6
2	179393002	1	120848	NA	NA	NA	8.274857672448034E-6
2	179393004	1	120850	NA	NA	NA	8.274720728175424E-6
2	179393004	1	120850	benign(0.001)	NA	NA	8.274720728175424E-6
2	179393005	1	120852	NA	NA	NA	8.274583788435442E-6
2	179393005	1	120852	NA	NA	NA	8.274583788435442E-6
2	179393010	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393010	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393016	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393016	1	120854	benign(0.299)	NA	NA	8.274446853227862E-6
2	179393021	1	120860	NA	NA	NA	8.274036074797286E-6
2	179393021	1	120860	benign(0.009)	NA	NA	8.274036074797286E-6
2	179393026	1	120862	NA	NA	NA	8.273899157717065E-6
2	179393026	1	120862	NA	NA	LC	8.273899157717065E-6
2	179393039	3	120858	NA	NA	NA	2.4822518989227025E-5
2	179393039	3	120858	benign(0.002)	NA	NA	2.4822518989227025E-5
2	179393058	6	120842	NA	NA	NA	4.965161119478327E-5
2	179393058	6	120842	benign(0.0)	NA	NA	4.965161119478327E-5
2	179393071	2	120832	NA	NA	NA	1.6551906779661017E-5
2	179393071	2	120832	NA	NA	NA	1.6551906779661017E-5
2	179393093	4	120830	NA	NA	NA	3.3104361499627576E-5
2	179393093	4	120830	benign(0.0)	NA	NA	3.3104361499627576E-5
2	179393111	5384	120812	NA	NA	NA	0.044565109426215936
2	179393111	5384	120812	benign(0.0)	NA	NA	0.044565109426215936
2	179393123	3	120808	NA	NA	NA	2.4832792530296007E-5
2	179393123	3	120808	benign(0.002)	NA	NA	2.4832792530296007E-5
2	179393124	28	120804	NA	NA	NA	2.317804046223635E-4
2	179393124	28	120804	benign(0.001)	NA	NA	2.317804046223635E-4
2	179393131	2	120792	NA	NA	NA	1.6557387906483872E-5
2	179393131	2	120792	NA	NA	NA	1.6557387906483872E-5
2	179393148	9	120788	NA	NA	NA	7.451071298473358E-5
2	179393148	9	120788	benign(0.112)	NA	NA	7.451071298473358E-5
2	179393160	3	120782	NA	NA	NA	2.483813813316554E-5
2	179393160	3	120782	NA	NA	NA	2.483813813316554E-5
2	179393172	1	120784	NA	NA	NA	8.279242283746192E-6
2	179393172	1	120784	NA	NA	NA	8.279242283746192E-6
2	179393184	1	120774	NA	NA	NA	8.279927799029592E-6
2	179393184	1	120774	NA	NA	NA	8.279927799029592E-6
2	179393191	1	120768	NA	NA	NA	8.280339162692104E-6
2	179393191	1	120768	NA	NA	NA	8.280339162692104E-6
2	179393196	1	120762	NA	NA	NA	8.280750567231414E-6
2	179393196	1	120762	NA	NA	NA	8.280750567231414E-6
2	179393197	1	120762	NA	NA	NA	8.280750567231414E-6
2	179393197	1	120762	NA	NA	NA	8.280750567231414E-6
2	179393204	1	120758	NA	NA	NA	8.281024859636628E-6
2	179393204	1	120758	NA	NA	NA	8.281024859636628E-6
2	179393206	8	120746	NA	NA	NA	6.6254782767131E-5
2	179393206	8	120746	NA	NA	NA	6.6254782767131E-5
2	179393212	1	120740	NA	NA	NA	8.28225940036442E-6
2	179393212	1	120740	NA	NA	NA	8.28225940036442E-6
2	179393215	1	120738	NA	NA	NA	8.28239659427852E-6
2	179393215	1	120738	NA	NA	NA	8.28239659427852E-6
2	179393229	1	120726	NA	NA	NA	8.283219853221344E-6
2	179393229	1	120726	NA	NA	NA	8.283219853221344E-6
2	179393230	1	120726	NA	NA	NA	8.283219853221344E-6
2	179393230	1	120726	NA	NA	NA	8.283219853221344E-6
2	179393232	2	120730	NA	NA	NA	1.6565890830779425E-5
2	179393232	2	120730	NA	NA	NA	1.6565890830779425E-5
2	179393262	477	120770	NA	NA	NA	0.003949656371615468
2	179393262	477	120770	benign(0.0)	NA	NA	0.003949656371615468
2	179393265	1	120772	NA	NA	NA	8.280064915708939E-6
2	179393265	1	120772	benign(0.0)	NA	NA	8.280064915708939E-6
2	179393270	8	120778	NA	NA	NA	6.623722863435394E-5
2	179393270	8	120778	benign(0.0)	NA	NA	6.623722863435394E-5
2	179393278	1	120786	NA	NA	NA	8.279105194310599E-6
2	179393278	1	120786	possibly_damaging(0.635)	NA	NA	8.279105194310599E-6
2	179393279	1	120790	NA	NA	NA	8.278831029058698E-6
2	179393279	1	120790	NA	NA	NA	8.278831029058698E-6
2	179393279	1	120790	NA	NA	NA	8.278831029058698E-6
2	179393279	1	120790	benign(0.004)	NA	NA	8.278831029058698E-6
2	179393296	1	120810	NA	NA	NA	8.27746047512623E-6
2	179393296	1	120810	benign(0.001)	NA	NA	8.27746047512623E-6
2	179393300	1	120814	NA	NA	NA	8.277186418792524E-6
2	179393300	1	120814	NA	NA	NA	8.277186418792524E-6
2	179393314	1	120828	NA	NA	NA	8.276227364518158E-6
2	179393314	1	120828	benign(0.006)	NA	NA	8.276227364518158E-6
2	179393319	1	120840	NA	NA	NA	8.27540549486925E-6
2	179393319	1	120840	benign(0.004)	NA	NA	8.27540549486925E-6
2	179393324	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393324	1	120854	NA	NA	NA	8.274446853227862E-6
2	179393329	1	120856	NA	NA	NA	8.27430992255246E-6
2	179393329	1	120856	NA	NA	LC	8.27430992255246E-6
2	179393344	11	120876	NA	NA	NA	9.100234951520567E-5
2	179393344	11	120876	benign(0.005)	NA	NA	9.100234951520567E-5
2	179393358	1	120904	NA	NA	NA	8.271024945411235E-6
2	179393358	1	120904	benign(0.0)	NA	NA	8.271024945411235E-6
2	179393370	1	120916	NA	NA	NA	8.270204108637402E-6
2	179393370	1	120916	benign(0.0)	NA	NA	8.270204108637402E-6
2	179393373	23	120926	NA	NA	NA	1.9019896465607066E-4
2	179393373	23	120926	benign(0.0)	NA	NA	1.9019896465607066E-4
2	179393374	1	120924	NA	NA	NA	8.269656974628692E-6
2	179393374	1	120924	benign(0.0)	NA	NA	8.269656974628692E-6
2	179393381	3	120920	NA	NA	NA	2.4809791597750578E-5
2	179393381	3	120920	NA	NA	NA	2.4809791597750578E-5
2	179393381	1	120920	NA	NA	NA	8.269930532583527E-6
2	179393381	1	120920	NA	NA	NA	8.269930532583527E-6
2	179393389	57	120926	NA	NA	NA	4.7136265153895773E-4
2	179393389	57	120926	benign(0.0)	NA	NA	4.7136265153895773E-4
2	179393395	1	120938	NA	NA	NA	8.268699664290793E-6
2	179393395	1	120938	benign(0.001)	NA	NA	8.268699664290793E-6
2	179393396	2	120940	NA	NA	NA	1.65371258475277E-5
2	179393396	2	120940	NA	NA	NA	1.65371258475277E-5
2	179393397	1	120944	NA	NA	NA	8.268289456277286E-6
2	179393397	1	120944	possibly_damaging(0.766)	NA	NA	8.268289456277286E-6
2	179393398	9	120946	NA	NA	NA	7.441337456385494E-5
2	179393398	9	120946	benign(0.364)	NA	NA	7.441337456385494E-5
2	179393405	1	120948	NA	NA	NA	8.26801600687899E-6
2	179393405	1	120948	NA	NA	NA	8.26801600687899E-6
2	179393409	1	120944	NA	NA	NA	8.268289456277286E-6
2	179393409	1	120944	benign(0.002)	NA	NA	8.268289456277286E-6
2	179393420	1	120948	NA	NA	NA	8.26801600687899E-6
2	179393420	1	120948	NA	NA	NA	8.26801600687899E-6
2	179393422	4	120950	NA	NA	NA	3.3071517155849525E-5
2	179393422	4	120950	benign(0.003)	NA	NA	3.3071517155849525E-5
